1	1	0.00146447	0.005
1	1	0.00146447	0.005
1	2	0.005	0.005
2	1	0.00646447	0.005
2	2	0.01	0.005
3	1	0.0114645	0.005
3	2	0.015	0.005
1	1	0.00146447	0.005
1	2	0.005	0.005
1	1	0.00146447	0.005
1	2	0.005	0.005
2	1	0.00646447	0.005
2	2	0.01	0.005
3	1	0.0114645	0.005
3	2	0.015	0.005
4	1	0.0164645	0.005
4	2	0.02	0.005
5	1	0.0214645	0.005
5	2	0.025	0.005
6	1	0.0264645	0.005
6	2	0.03	0.005
7	1	0.0314645	0.005
7	2	0.035	0.005
8	1	0.0364645	0.005
8	2	0.04	0.005
9	1	0.0414645	0.005
9	2	0.045	0.005
10	1	0.0464645	0.005
10	2	0.05	0.005
11	1	0.0514645	0.005
11	2	0.055	0.005
12	1	0.0564645	0.005
12	2	0.06	0.005
13	1	0.0614645	0.005
13	2	0.065	0.005
14	1	0.0664645	0.005
14	2	0.07	0.005
15	1	0.0714645	0.005
15	2	0.075	0.005
16	1	0.0764645	0.005
16	2	0.08	0.005
17	1	0.0814645	0.005
17	2	0.085	0.005
18	1	0.0864645	0.005
18	2	0.09	0.005
19	1	0.0914645	0.005
19	2	0.095	0.005
20	1	0.0964645	0.005
20	2	0.1	0.005
21	1	0.101464	0.005
21	2	0.105	0.005
22	1	0.106464	0.005
22	2	0.11	0.005
23	1	0.111464	0.005
23	2	0.115	0.005
24	1	0.116464	0.005
24	2	0.12	0.005
25	1	0.121464	0.005
25	2	0.125	0.005
26	1	0.126464	0.005
26	2	0.13	0.005
27	1	0.131464	0.005
27	2	0.135	0.005
28	1	0.136464	0.005
28	2	0.14	0.005
29	1	0.141464	0.005
29	2	0.145	0.005
30	1	0.146464	0.005
30	2	0.15	0.005
31	1	0.151464	0.005
31	2	0.155	0.005
32	1	0.156464	0.005
32	2	0.16	0.005
33	1	0.161464	0.005
33	2	0.165	0.005
34	1	0.166464	0.005
34	2	0.17	0.005
35	1	0.171464	0.005
35	2	0.175	0.005
36	1	0.176464	0.005
36	2	0.18	0.005
37	1	0.181464	0.005
37	2	0.185	0.005
38	1	0.186464	0.005
38	2	0.19	0.005
39	1	0.191464	0.005
39	2	0.195	0.005
40	1	0.196464	0.005
40	2	0.2	0.005
41	1	0.201464	0.005
41	2	0.205	0.005
42	1	0.206464	0.005
42	2	0.21	0.005
43	1	0.211464	0.005
43	2	0.215	0.005
44	1	0.216464	0.005
44	2	0.22	0.005
45	1	0.221464	0.005
45	2	0.225	0.005
46	1	0.226464	0.005
46	2	0.23	0.005
47	1	0.231464	0.005
47	2	0.235	0.005
48	1	0.236464	0.005
48	2	0.24	0.005
49	1	0.241464	0.005
49	2	0.245	0.005
50	1	0.246464	0.005
50	2	0.25	0.005
51	1	0.251464	0.005
51	2	0.255	0.005
52	1	0.256464	0.005
52	2	0.26	0.005
53	1	0.261464	0.005
53	2	0.265	0.005
54	1	0.266464	0.005
54	2	0.27	0.005
55	1	0.271464	0.005
55	2	0.275	0.005
56	1	0.276464	0.005
56	2	0.28	0.005
57	1	0.281464	0.005
57	2	0.285	0.005
58	1	0.286464	0.005
58	2	0.29	0.005
59	1	0.291464	0.005
59	2	0.295	0.005
60	1	0.296464	0.005
60	2	0.3	0.005
61	1	0.301464	0.005
61	2	0.305	0.005
62	1	0.306464	0.005
62	2	0.31	0.005
63	1	0.311464	0.005
63	2	0.315	0.005
64	1	0.316464	0.005
64	2	0.32	0.005
65	1	0.321464	0.005
65	2	0.325	0.005
66	1	0.326464	0.005
66	2	0.33	0.005
67	1	0.331464	0.005
67	2	0.335	0.005
68	1	0.336464	0.005
68	2	0.34	0.005
69	1	0.341464	0.005
69	2	0.345	0.005
70	1	0.346464	0.005
70	2	0.35	0.005
71	1	0.351464	0.005
71	2	0.355	0.005
72	1	0.356464	0.005
72	2	0.36	0.005
73	1	0.361464	0.005
73	2	0.365	0.005
74	1	0.366464	0.005
74	2	0.37	0.005
75	1	0.371464	0.005
75	2	0.375	0.005
76	1	0.376464	0.005
76	2	0.38	0.005
77	1	0.381464	0.005
77	2	0.385	0.005
78	1	0.386464	0.005
78	2	0.39	0.005
79	1	0.391464	0.005
79	2	0.395	0.005
80	1	0.396464	0.005
80	2	0.4	0.005
81	1	0.401464	0.005
81	2	0.405	0.005
82	1	0.406464	0.005
82	2	0.41	0.005
83	1	0.411464	0.005
83	2	0.415	0.005
84	1	0.416464	0.005
84	2	0.42	0.005
85	1	0.421464	0.005
85	2	0.425	0.005
86	1	0.426464	0.005
86	2	0.43	0.005
87	1	0.431464	0.005
87	2	0.435	0.005
88	1	0.436464	0.005
88	2	0.44	0.005
89	1	0.441464	0.005
89	2	0.445	0.005
90	1	0.446464	0.005
90	2	0.45	0.005
91	1	0.451464	0.005
91	2	0.455	0.005
92	1	0.456464	0.005
92	2	0.46	0.005
93	1	0.461464	0.005
93	2	0.465	0.005
94	1	0.466464	0.005
94	2	0.47	0.005
95	1	0.471464	0.005
95	2	0.475	0.005
96	1	0.476464	0.005
96	2	0.48	0.005
97	1	0.481464	0.005
97	2	0.485	0.005
98	1	0.486464	0.005
98	2	0.49	0.005
99	1	0.491464	0.005
99	2	0.495	0.005
100	1	0.496464	0.005
100	2	0.5	0.005
101	1	0.501464	0.005
101	2	0.505	0.005
102	1	0.506464	0.005
102	2	0.51	0.005
103	1	0.511464	0.005
103	2	0.515	0.005
104	1	0.516464	0.005
104	2	0.52	0.005
105	1	0.521464	0.005
105	2	0.525	0.005
106	1	0.526464	0.005
106	2	0.53	0.005
107	1	0.531464	0.005
107	2	0.535	0.005
108	1	0.536464	0.005
108	2	0.54	0.005
109	1	0.541464	0.005
109	2	0.545	0.005
110	1	0.546464	0.005
110	2	0.55	0.005
111	1	0.551464	0.005
111	2	0.555	0.005
112	1	0.556464	0.005
112	2	0.56	0.005
113	1	0.561464	0.005
113	2	0.565	0.005
114	1	0.566464	0.005
114	2	0.57	0.005
115	1	0.571464	0.005
115	2	0.575	0.005
116	1	0.576464	0.005
116	2	0.58	0.005
117	1	0.581464	0.005
117	2	0.585	0.005
118	1	0.586464	0.005
118	2	0.59	0.005
119	1	0.591464	0.005
119	2	0.595	0.005
