120	1	0.596464	0.005
120	2	0.6	0.005
121	1	0.601464	0.005
121	2	0.605	0.005
122	1	0.606464	0.005
122	2	0.61	0.005
123	1	0.611464	0.005
123	2	0.615	0.005
124	1	0.616464	0.005
124	2	0.62	0.005
125	1	0.621464	0.005
125	2	0.625	0.005
126	1	0.626464	0.005
126	2	0.63	0.005
127	1	0.631464	0.005
127	2	0.635	0.005
128	1	0.636464	0.005
128	2	0.64	0.005
129	1	0.641464	0.005
129	2	0.645	0.005
130	1	0.646464	0.005
130	2	0.65	0.005
131	1	0.651464	0.005
131	2	0.655	0.005
132	1	0.656464	0.005
132	2	0.66	0.005
133	1	0.661464	0.005
133	2	0.665	0.005
134	1	0.666464	0.005
134	2	0.67	0.005
135	1	0.671464	0.005
135	2	0.675	0.005
136	1	0.676464	0.005
136	2	0.68	0.005
137	1	0.681464	0.005
137	2	0.685	0.005
138	1	0.686464	0.005
138	2	0.69	0.005
139	1	0.691464	0.005
139	2	0.695	0.005
140	1	0.696464	0.005
140	2	0.7	0.005
141	1	0.701464	0.005
141	2	0.705	0.005
142	1	0.706464	0.005
142	2	0.71	0.005
143	1	0.711464	0.005
143	2	0.715	0.005
144	1	0.716464	0.005
144	2	0.72	0.005
145	1	0.721464	0.005
145	2	0.725	0.005
146	1	0.726464	0.005
146	2	0.73	0.005
147	1	0.731464	0.005
147	2	0.735	0.005
148	1	0.736464	0.005
148	2	0.74	0.005
149	1	0.741464	0.005
149	2	0.745	0.005
150	1	0.746464	0.005
150	2	0.75	0.005
151	1	0.751464	0.005
151	2	0.755	0.005
152	1	0.756464	0.005
152	2	0.76	0.005
153	1	0.761464	0.005
153	2	0.765	0.005
154	1	0.766464	0.005
154	2	0.77	0.005
155	1	0.771464	0.005
155	2	0.775	0.005
156	1	0.776464	0.005
156	2	0.78	0.005
157	1	0.781464	0.005
157	2	0.785	0.005
158	1	0.786464	0.005
158	2	0.79	0.005
159	1	0.791464	0.005
159	2	0.795	0.005
160	1	0.796464	0.005
160	2	0.8	0.005
161	1	0.801464	0.005
161	2	0.805	0.005
162	1	0.806464	0.005
162	2	0.81	0.005
163	1	0.811464	0.005
163	2	0.815	0.005
164	1	0.816464	0.005
164	2	0.82	0.005
165	1	0.821464	0.005
165	2	0.825	0.005
166	1	0.826464	0.005
166	2	0.83	0.005
167	1	0.831464	0.005
167	2	0.835	0.005
168	1	0.836464	0.005
168	2	0.84	0.005
169	1	0.841464	0.005
169	2	0.845	0.005
170	1	0.846464	0.005
170	2	0.85	0.005
171	1	0.851464	0.005
171	2	0.855	0.005
172	1	0.856464	0.005
172	2	0.86	0.005
173	1	0.861464	0.005
173	2	0.865	0.005
174	1	0.866464	0.005
174	2	0.87	0.005
175	1	0.871464	0.005
175	2	0.875	0.005
176	1	0.876464	0.005
176	2	0.88	0.005
177	1	0.881464	0.005
177	2	0.885	0.005
178	1	0.886464	0.005
178	2	0.89	0.005
179	1	0.891464	0.005
179	2	0.895	0.005
180	1	0.896464	0.005
180	2	0.9	0.005
181	1	0.901464	0.005
181	2	0.905	0.005
182	1	0.906464	0.005
182	2	0.91	0.005
183	1	0.911464	0.005
183	2	0.915	0.005
184	1	0.916464	0.005
184	2	0.92	0.005
185	1	0.921464	0.005
185	2	0.925	0.005
186	1	0.926464	0.005
186	2	0.93	0.005
187	1	0.931464	0.005
187	2	0.935	0.005
188	1	0.936464	0.005
188	2	0.94	0.005
189	1	0.941464	0.005
189	2	0.945	0.005
190	1	0.946464	0.005
190	2	0.95	0.005
191	1	0.951464	0.005
191	2	0.955	0.005
192	1	0.956464	0.005
192	2	0.96	0.005
193	1	0.961464	0.005
193	2	0.965	0.005
194	1	0.966464	0.005
194	2	0.97	0.005
195	1	0.971464	0.005
195	2	0.975	0.005
196	1	0.976464	0.005
196	2	0.98	0.005
197	1	0.981464	0.005
197	2	0.985	0.005
198	1	0.986464	0.005
198	2	0.99	0.005
199	1	0.991464	0.005
199	2	0.995	0.005
200	1	0.996464	0.005
200	2	1	0.005
201	1	1.00146	0.005
201	2	1.005	0.005
202	1	1.00646	0.005
202	2	1.01	0.005
203	1	1.01146	0.005
203	2	1.015	0.005
204	1	1.01646	0.005
204	2	1.02	0.005
205	1	1.02146	0.005
205	2	1.025	0.005
206	1	1.02646	0.005
206	2	1.03	0.005
207	1	1.03146	0.005
207	2	1.035	0.005
208	1	1.03646	0.005
208	2	1.04	0.005
209	1	1.04146	0.005
209	2	1.045	0.005
210	1	1.04646	0.005
210	2	1.05	0.005
211	1	1.05146	0.005
211	2	1.055	0.005
212	1	1.05646	0.005
212	2	1.06	0.005
213	1	1.06146	0.005
213	2	1.065	0.005
214	1	1.06646	0.005
214	2	1.07	0.005
215	1	1.07146	0.005
215	2	1.075	0.005
216	1	1.07646	0.005
216	2	1.08	0.005
217	1	1.08146	0.005
217	2	1.085	0.005
218	1	1.08646	0.005
218	2	1.09	0.005
219	1	1.09146	0.005
219	2	1.095	0.005
220	1	1.09646	0.005
220	2	1.1	0.005
221	1	1.10146	0.005
221	2	1.105	0.005
222	1	1.10646	0.005
222	2	1.11	0.005
223	1	1.11146	0.005
223	2	1.115	0.005
224	1	1.11646	0.005
224	2	1.12	0.005
225	1	1.12146	0.005
225	2	1.125	0.005
226	1	1.12646	0.005
226	2	1.13	0.005
227	1	1.13146	0.005
227	2	1.135	0.005
228	1	1.13646	0.005
228	2	1.14	0.005
229	1	1.14146	0.005
229	2	1.145	0.005
230	1	1.14646	0.005
230	2	1.15	0.005
231	1	1.15146	0.005
231	2	1.155	0.005
232	1	1.15646	0.005
232	2	1.16	0.005
233	1	1.16146	0.005
233	2	1.165	0.005
234	1	1.16646	0.005
234	2	1.17	0.005
235	1	1.17146	0.005
235	2	1.175	0.005
236	1	1.17646	0.005
236	2	1.18	0.005
237	1	1.18146	0.005
237	2	1.185	0.005
238	1	1.18646	0.005
238	2	1.19	0.005
239	1	1.19146	0.005
239	2	1.195	0.005
240	1	1.19646	0.005
240	2	1.2	0.005
241	1	1.20146	0.005
241	2	1.205	0.005
242	1	1.20646	0.005
242	2	1.21	0.005
243	1	1.21146	0.005
243	2	1.215	0.005
244	1	1.21646	0.005
244	2	1.22	0.005
245	1	1.22146	0.005
245	2	1.225	0.005
246	1	1.22646	0.005
246	2	1.23	0.005
247	1	1.23146	0.005
247	2	1.235	0.005
248	1	1.23646	0.005
248	2	1.24	0.005
249	1	1.24146	0.005
249	2	1.245	0.005
250	1	1.24646	0.005
250	2	1.25	0.005
251	1	1.25146	0.005
251	2	1.255	0.005
252	1	1.25646	0.005
252	2	1.26	0.005
253	1	1.26146	0.005
253	2	1.265	0.005
254	1	1.26646	0.005
254	2	1.27	0.005
255	1	1.27146	0.005
255	2	1.275	0.005
256	1	1.27646	0.005
256	2	1.28	0.005
257	1	1.28146	0.005
257	2	1.285	0.005
258	1	1.28646	0.005
258	2	1.29	0.005
259	1	1.29146	0.005
259	2	1.295	0.005
260	1	1.29646	0.005
260	2	1.3	0.005
261	1	1.30146	0.005
261	2	1.305	0.005
262	1	1.30646	0.005
262	2	1.31	0.005
263	1	1.31146	0.005
263	2	1.315	0.005
264	1	1.31646	0.005
264	2	1.32	0.005
265	1	1.32146	0.005
265	2	1.325	0.005
266	1	1.32646	0.005
266	2	1.33	0.005
267	1	1.33146	0.005
267	2	1.335	0.005
268	1	1.33646	0.005
268	2	1.34	0.005
269	1	1.34146	0.005
269	2	1.345	0.005
270	1	1.34646	0.005
270	2	1.35	0.005
271	1	1.35146	0.005
271	2	1.355	0.005
272	1	1.35646	0.005
272	2	1.36	0.005
273	1	1.36146	0.005
273	2	1.365	0.005
274	1	1.36646	0.005
274	2	1.37	0.005
275	1	1.37146	0.005
275	2	1.375	0.005
276	1	1.37646	0.005
276	2	1.38	0.005
277	1	1.38146	0.005
277	2	1.385	0.005
278	1	1.38646	0.005
278	2	1.39	0.005
279	1	1.39146	0.005
279	2	1.395	0.005
280	1	1.39646	0.005
280	2	1.4	0.005
281	1	1.40146	0.005
281	2	1.405	0.005
282	1	1.40646	0.005
282	2	1.41	0.005
283	1	1.41146	0.005
283	2	1.415	0.005
284	1	1.41646	0.005
284	2	1.42	0.005
285	1	1.42146	0.005
285	2	1.425	0.005
286	1	1.42646	0.005
286	2	1.43	0.005
287	1	1.43146	0.005
287	2	1.435	0.005
288	1	1.43646	0.005
288	2	1.44	0.005
289	1	1.44146	0.005
289	2	1.445	0.005
290	1	1.44646	0.005
290	2	1.45	0.005
291	1	1.45146	0.005
291	2	1.455	0.005
292	1	1.45646	0.005
292	2	1.46	0.005
293	1	1.46146	0.005
293	2	1.465	0.005
294	1	1.46646	0.005
294	2	1.47	0.005
295	1	1.47146	0.005
295	2	1.475	0.005
296	1	1.47646	0.005
296	2	1.48	0.005
297	1	1.48146	0.005
297	2	1.485	0.005
298	1	1.48646	0.005
298	2	1.49	0.005
299	1	1.49146	0.005
299	2	1.495	0.005
300	1	1.49646	0.005
300	2	1.5	0.005
301	1	1.50146	0.005
301	2	1.505	0.005
302	1	1.50646	0.005
302	2	1.51	0.005
303	1	1.51146	0.005
303	2	1.515	0.005
304	1	1.51646	0.005
304	2	1.52	0.005
305	1	1.52146	0.005
305	2	1.525	0.005
306	1	1.52646	0.005
306	2	1.53	0.005
307	1	1.53146	0.005
307	2	1.535	0.005
308	1	1.53646	0.005
308	2	1.54	0.005
309	1	1.54146	0.005
309	2	1.545	0.005
310	1	1.54646	0.005
310	2	1.55	0.005
311	1	1.55146	0.005
311	2	1.555	0.005
312	1	1.55646	0.005
312	2	1.56	0.005
313	1	1.56146	0.005
313	2	1.565	0.005
314	1	1.56646	0.005
314	2	1.57	0.005
315	1	1.57146	0.005
315	2	1.575	0.005
316	1	1.57646	0.005
316	2	1.58	0.005
317	1	1.58146	0.005
317	2	1.585	0.005
318	1	1.58646	0.005
318	2	1.59	0.005
319	1	1.59146	0.005
319	2	1.595	0.005
320	1	1.59646	0.005
320	2	1.6	0.005
321	1	1.60146	0.005
321	2	1.605	0.005
322	1	1.60646	0.005
322	2	1.61	0.005
323	1	1.61146	0.005
323	2	1.615	0.005
324	1	1.61646	0.005
324	2	1.62	0.005
325	1	1.62146	0.005
325	2	1.625	0.005
326	1	1.62646	0.005
326	2	1.63	0.005
327	1	1.63146	0.005
327	2	1.635	0.005
328	1	1.63646	0.005
328	2	1.64	0.005
329	1	1.64146	0.005
329	2	1.645	0.005
330	1	1.64646	0.005
330	2	1.65	0.005
331	1	1.65146	0.005
331	2	1.655	0.005
332	1	1.65646	0.005
332	2	1.66	0.005
333	1	1.66146	0.005
333	2	1.665	0.005
334	1	1.66646	0.005
334	2	1.67	0.005
335	1	1.67146	0.005
335	2	1.675	0.005
336	1	1.67646	0.005
336	2	1.68	0.005
337	1	1.68146	0.005
337	2	1.685	0.005
338	1	1.68646	0.005
338	2	1.69	0.005
339	1	1.69146	0.005
339	2	1.695	0.005
340	1	1.69646	0.005
340	2	1.7	0.005
341	1	1.70146	0.005
341	2	1.705	0.005
342	1	1.70646	0.005
342	2	1.71	0.005
343	1	1.71146	0.005
343	2	1.715	0.005
344	1	1.71646	0.005
344	2	1.72	0.005
345	1	1.72146	0.005
345	2	1.725	0.005
346	1	1.72646	0.005
346	2	1.73	0.005
347	1	1.73146	0.005
347	2	1.735	0.005
348	1	1.73646	0.005
348	2	1.74	0.005
349	1	1.74146	0.005
349	2	1.745	0.005
350	1	1.74646	0.005
350	2	1.75	0.005
351	1	1.75146	0.005
351	2	1.755	0.005
352	1	1.75646	0.005
352	2	1.76	0.005
353	1	1.76146	0.005
353	2	1.765	0.005
354	1	1.76646	0.005
354	2	1.77	0.005
355	1	1.77146	0.005
